x,y,h,w,c_x,c_y,class
296.92868,35.36549,295.68628,101.20767,347,183,6
296.01315,35.133762,295.44388,102.82431,347,182,6
296.6331,34.087357,295.6477,100.84857,347,181,6
297.07562,34.532692,294.924,101.35437,347,181,6
297.37286,34.676826,295.78146,100.97812,347,182,6
297.36893,34.610065,296.58475,99.535,347,182,6
297.02518,33.51172,295.29926,100.93152,347,181,6
296.70972,33.361618,299.3968,101.03052,347,183,6
298.4927,34.01028,294.79514,98.318665,347,181,6
298.4067,34.36376,297.02606,98.42041,347,182,6
298.83423,34.192272,297.37537,97.95883,347,182,6
298.6411,34.970783,295.95407,97.5672,347,182,6
298.69046,34.73322,298.22864,97.36621,347,183,6
299.80124,35.366207,295.91724,97.17215,348,183,6
298.52948,35.132317,297.45718,98.223694,347,183,6
299.6893,36.595345,294.38165,97.57272,348,183,6
299.24258,37.019176,292.94028,98.49478,348,183,6
299.45273,37.016773,294.2417,97.30362,348,184,6
299.54828,37.600307,293.80374,97.05664,348,184,6
299.2496,36.905907,294.37076,98.04242,348,184,6
298.7691,37.4142,294.857,98.73178,348,184,6
298.52023,37.224598,294.6092,97.94122,347,184,6
299.31592,37.80819,295.12357,96.73233,347,185,6
299.6182,37.94914,293.14172,96.41376,347,184,6
299.56348,37.208363,294.10318,96.511475,347,184,6
300.0318,37.539955,293.17984,96.553406,348,184,6
300.25024,36.317955,294.40924,96.22299,348,183,6
298.79266,37.282448,292.20905,98.09363,347,183,6
299.62677,35.353504,296.37442,96.57852,347,183,6
298.9848,32.91248,300.13687,98.3638,348,182,6
299.0592,30.62193,300.71246,97.99213,348,180,6
298.98108,32.129475,301.8934,98.446655,348,183,6
297.90204,32.289963,301.87598,99.5845,347,183,6
297.63483,32.49145,301.71872,99.77539,347,183,6
297.07043,31.970402,300.91443,100.29651,347,182,6
297.53647,29.918146,304.14545,99.07266,347,181,6
297.07013,28.396196,307.13242,100.43948,347,181,6
297.21335,27.423664,305.99588,99.95856,347,180,6
296.44666,29.18694,305.74448,100.612335,346,182,6
297.88354,29.332752,304.10886,99.359955,347,181,6
298.40082,29.804062,302.14783,98.832214,347,180,6
298.31616,29.952435,302.46896,98.167786,347,181,6
298.79227,29.009613,303.85095,97.857574,347,180,6
298.84213,28.778114,303.6468,98.24634,347,180,6
299.4301,31.429638,298.95255,97.584656,348,180,6
299.2894,29.555883,303.0486,97.691345,348,181,6
300.81494,29.017668,302.56335,94.736206,348,180,6
300.6854,30.486832,301.90533,94.762054,348,181,6
300.38785,30.386524,303.73447,94.670715,347,182,6
283.67307,32.706184,291.38553,103.41751,335,178,6
283.96017,32.712578,292.4828,103.918274,335,178,6
283.08752,32.148514,294.2965,104.27887,335,179,6
284.8335,32.354767,292.33835,101.98303,335,178,6
285.37286,31.553192,291.95322,101.18796,335,177,6
285.07556,32.018524,293.03568,102.4256,336,178,6
284.4938,31.556053,293.17947,102.56241,335,178,6
296.41705,38.047287,292.30957,98.35718,345,184,6
295.84933,37.517223,292.14023,100.151794,345,183,6
295.92175,38.554886,291.97845,100.56464,346,184,6
296.08524,37.007874,293.61673,100.260864,346,183,6
